,game,model,experiment,episode,metric,value
0,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Violated Request Count,0.0
1,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Parsed Request Count,1.0
2,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Request Count,1.0
3,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Request Success Ratio,1.0
4,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,hallucination_count,1.0
5,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,action_parsing_fail,0.0
6,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,action_resolution_fail,0.0
7,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,lark_exception,0.0
8,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,malformed_command,0.0
9,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,undefined_action_verb,0.0
10,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,undefined_action,0.0
11,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,undefined_repr_str,0.0
12,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,manipulating_room,0.0
13,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,undefined_argument_type,0.0
14,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,taking_from_inventory,0.0
15,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,other_room_argument,0.0
16,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,domain_trait_type_mismatch,0.0
17,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,domain_type_discrepancy,0.0
18,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,world_state_discrepancy,0.0
19,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,entity_not_accessible,0.0
20,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,entity_state_mismatch,0.0
21,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,entity_trait_mismatch,0.0
22,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,entity_already_inventory,0.0
23,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,going_to_current_room,0.0
24,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,no_exit_to,0.0
25,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,inventory_limit_exceeded,0.0
26,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,successful_actions,1.0
27,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,turn_limit_loss,0.0
28,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,turns_over_par,
29,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,turn_ratio,
30,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,finish_speed,
31,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,achieved_goal_ratio,0.0
32,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Aborted,0.0
33,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Success,0.0
34,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Lose,1.0
35,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,Main Score,0.0
36,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,plan_followed_ratio,0.0
37,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,plan_average_viability_ratio,0.0
38,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,bad_plan_follow_ratio,0.0
39,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00001,bad_plan_dismiss_ratio,1.0
40,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Violated Request Count,0.0
41,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Parsed Request Count,1.0
42,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Request Count,1.0
43,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Request Success Ratio,1.0
44,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,hallucination_count,1.0
45,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,action_parsing_fail,0.0
46,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,action_resolution_fail,0.0
47,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,lark_exception,0.0
48,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,malformed_command,0.0
49,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,undefined_action_verb,0.0
50,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,undefined_action,0.0
51,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,undefined_repr_str,0.0
52,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,manipulating_room,0.0
53,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,undefined_argument_type,0.0
54,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,taking_from_inventory,0.0
55,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,other_room_argument,0.0
56,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,domain_trait_type_mismatch,0.0
57,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,domain_type_discrepancy,0.0
58,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,world_state_discrepancy,0.0
59,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,entity_not_accessible,0.0
60,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,entity_state_mismatch,0.0
61,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,entity_trait_mismatch,0.0
62,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,entity_already_inventory,0.0
63,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,going_to_current_room,0.0
64,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,no_exit_to,0.0
65,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,inventory_limit_exceeded,0.0
66,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,successful_actions,1.0
67,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,turn_limit_loss,0.0
68,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,turns_over_par,
69,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,turn_ratio,
70,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,finish_speed,
71,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,achieved_goal_ratio,0.0
72,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Aborted,0.0
73,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Success,0.0
74,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Lose,1.0
75,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,Main Score,0.0
76,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,plan_followed_ratio,0.0
77,adventuregame,longterm_langchain_clp_chat,home_deliver_three_basic_easy,episode_00002,plan_average_viability_ratio,0.0
